video_id,song_title,channel_name,original_title,audio_file,youtube_link
xgwSYlZSYN8,-_Una_Cançó_(Videoclip_Oficial),Julen,Julen - Una Cançó (Videoclip Oficial),xgwSYlZSYN8.mp3,https://www.youtube.com/watch?v=xgwSYlZSYN8
uQVlLOB0rOE,-_Honestament_(2022),Els Catarres,Els Catarres - Honestament (2022),uQVlLOB0rOE.mp3,https://www.youtube.com/watch?v=uQVlLOB0rOE
y-gNVxLK6HM,Entre_les_branques,Seikos - Topic,Entre les branques,y-gNVxLK6HM.mp3,https://www.youtube.com/watch?v=y-gNVxLK6HM
QXC9J1jWbmc,SOMRIUREM_Txarango_feat._Nil_Moliner,Txarango Oficial,SOMRIUREM - Txarango feat. Nil Moliner,QXC9J1jWbmc.mp3,https://www.youtube.com/watch?v=QXC9J1jWbmc
cAaLAh3Tgvk,-_Lliure_(Videoclip_oficial),Les Montses,Les Montses - Lliure (Videoclip oficial),cAaLAh3Tgvk.mp3,https://www.youtube.com/watch?v=cAaLAh3Tgvk
qfRJSVOT9qc,-_TU_A_MENORCA_I_JO_A_L'ESCALA,SUU,SUU - TU A MENORCA I JO A L'ESCALA,qfRJSVOT9qc.mp3,https://www.youtube.com/watch?v=qfRJSVOT9qc
BD8wMF7JNvo,HO_TENIM_TOT_JOAN_DAUSÀ_(ÀLBUM_COMPLET),Joan Dausà,HO TENIM TOT - JOAN DAUSÀ (ÀLBUM COMPLET),BD8wMF7JNvo.mp3,https://www.youtube.com/watch?v=BD8wMF7JNvo
k2W7dzNpCO8,Moments,Manu Guix Oficial,Moments,k2W7dzNpCO8.mp3,https://www.youtube.com/watch?v=k2W7dzNpCO8
MhTIm72l0JU,XAVI_SARRIÀ_La_nit_ferida,Xavi Sarrià,XAVI SARRIÀ - La nit ferida,MhTIm72l0JU.mp3,https://www.youtube.com/watch?v=MhTIm72l0JU
2VaNfggROM0,PORTO_BELLO_SOM_DE_FOC,Portobello Música,PORTO BELLO - SOM DE FOC,2VaNfggROM0.mp3,https://www.youtube.com/watch?v=2VaNfggROM0
i8r_sIdXVpk,KOERS_El_Teu_Amor_(Official_Video),KOERS Reggae Band,KOERS - El Teu Amor (Official Video),i8r_sIdXVpk.mp3,https://www.youtube.com/watch?v=i8r_sIdXVpk
4oBpI48JUPs,Blaumut_El_Que_Vull_(Videoclip_Oficial),Blaumut Oficial,Blaumut - El Que Vull (Videoclip Oficial),4oBpI48JUPs.mp3,https://www.youtube.com/watch?v=4oBpI48JUPs
Yck26JqKLTE,si_això_sacaba_aquí,ariox - Topic,si això s’acaba aquí,Yck26JqKLTE.mp3,https://www.youtube.com/watch?v=Yck26JqKLTE
P4Xr-ZetJ00,El_bany_VIENNA_&_Roserona(Videoclip_Oficial),Vienna grup,El bany - VIENNA & Roserona(Videoclip Oficial),P4Xr-ZetJ00.mp3,https://www.youtube.com/watch?v=P4Xr-ZetJ00
BPaO4nC1rN8,SENYOR_OCA_CAMINAR_LENT,Senyor Oca,SENYOR OCA - CAMINAR LENT,BPaO4nC1rN8.mp3,https://www.youtube.com/watch?v=BPaO4nC1rN8
r9GgJiega3I,Lluny_de_L'asfalt,MOSAIC - Topic,Lluny de L'asfalt,r9GgJiega3I.mp3,https://www.youtube.com/watch?v=r9GgJiega3I
TcHsNUwuKVQ,nem_fora_-,Júlia Blum,‘nem fora - Júlia Blum,TcHsNUwuKVQ.mp3,https://www.youtube.com/watch?v=TcHsNUwuKVQ
c_WhIxnnADQ,ARIOX_I_GALGO_LENTO_HO_SENTO,Galgo Lento,ARIOX I GALGO LENTO - HO SENTO,c_WhIxnnADQ.mp3,https://www.youtube.com/watch?v=c_WhIxnnADQ
Y1WImYQ7r_E,",_Albert_Pla_No_Vull_Baixar_(Official_Video)",STAY HOMAS,"STAY HOMAS, Albert Pla - No Vull Baixar (Official Video)",Y1WImYQ7r_E.mp3,https://www.youtube.com/watch?v=Y1WImYQ7r_E
kuvZjViDbFE,Pèl_de_Gall_Junts_Videoclip_Oficial,RGBSuports,Pèl de Gall - Junts - Videoclip Oficial,kuvZjViDbFE.mp3,https://www.youtube.com/watch?v=kuvZjViDbFE
hWs_xpkZJmQ,CANTA_I_PEPET_I_MARIETA_feat._Miquel_d'Oques_Grasses_(Videoclip),Pepet i marieta,CANTA I PEPET I MARIETA feat. Miquel d'Oques Grasses (Videoclip),hWs_xpkZJmQ.mp3,https://www.youtube.com/watch?v=hWs_xpkZJmQ
LVS_qlQ8ptc,-_L'amant_malalta_(videoclip_oficial),Manel,Manel - L'amant malalta (videoclip oficial),LVS_qlQ8ptc.mp3,https://www.youtube.com/watch?v=LVS_qlQ8ptc
iomQtdVvakg,The_Penguins_Band_Boires_i_Retrets_(Cançó_Oficial_de_la_Volta_Ciclista_a_Catalunya_2022),Reggae Per Xics,The Penguins Band - Boires i Retrets (Cançó Oficial de la Volta Ciclista a Catalunya 2022),iomQtdVvakg.mp3,https://www.youtube.com/watch?v=iomQtdVvakg
Uwoqw-axM-E,Roger_Argemí_Quan_S'apaga_El_Món_(Videoclip_oficial),Crea Music,Roger Argemí  -  Quan S'apaga El Món (Videoclip oficial),Uwoqw-axM-E.mp3,https://www.youtube.com/watch?v=Uwoqw-axM-E
j3snvN5pHHQ,Els_Amics_de_Manel_Per_ser_Feliç_Capítol_1_(Videoclip_oficial),Els Amics De Manel,Els Amics de Manel - Per ser Feliç -  Capítol 1  (Videoclip oficial),j3snvN5pHHQ.mp3,https://www.youtube.com/watch?v=j3snvN5pHHQ
KRwByTFPoHI,ITACA_BAND_VOLA,Itaca Band Oficial,ITACA BAND - VOLA,KRwByTFPoHI.mp3,https://www.youtube.com/watch?v=KRwByTFPoHI
XKZhwWzC_qw,Per_què_no_balleu_VIENNA_&_Adrià_Salas_(Videoclip_Oficial),Vienna grup,Per què no balleu? - VIENNA & Adrià Salas (Videoclip Oficial),XKZhwWzC_qw.mp3,https://www.youtube.com/watch?v=XKZhwWzC_qw
-ZpZA_bJkBY,SEMPRE_TORNES_Jacobs_(Official_Video),JACOBS,SEMPRE TORNES - Jacobs (Official Video),-ZpZA_bJkBY.mp3,https://www.youtube.com/watch?v=-ZpZA_bJkBY
lcZALyaYvnw,PORTO_BELLO_LA_LLEI_UNIVERSAL,Portobello Música,PORTO BELLO - LA LLEI UNIVERSAL,lcZALyaYvnw.mp3,https://www.youtube.com/watch?v=lcZALyaYvnw
NLDdfISCMp0,Bufa_el_vent,Maison Bélier - Topic,Bufa el vent,NLDdfISCMp0.mp3,https://www.youtube.com/watch?v=NLDdfISCMp0
EbTQx0taNTo,Jaleiu_final,Guillem Albà & La Marabunta - Topic,Jaleiu final,EbTQx0taNTo.mp3,https://www.youtube.com/watch?v=EbTQx0taNTo
fKkpDj83b_A,David_Ros_Després_de_la_tempesta_(vídeo_oficial),U98 MUSIC,David Ros - Després de la tempesta (vídeo oficial),fKkpDj83b_A.mp3,https://www.youtube.com/watch?v=fKkpDj83b_A
_Yx0J2JckAM,La_dels_Manolos_feat._Los_Manolos_(Videoclip_Oficial),The Tyets,La dels Manolos | The Tyets feat. Los Manolos (Videoclip Oficial),_Yx0J2JckAM.mp3,https://www.youtube.com/watch?v=_Yx0J2JckAM
7-kX-vR0O90,La_La_Love_You_La_canción_del_verano,Subterfuge Records,La La Love You - La canción del verano,7-kX-vR0O90.mp3,https://www.youtube.com/watch?v=7-kX-vR0O90
a9n1ZvTADFo,5_minuts_(Nadales_de_sofà)_alícia_rey_&_janbu,Alícia Rey,5 minuts (Nadales de sofà) - alícia rey & janbu,a9n1ZvTADFo.mp3,https://www.youtube.com/watch?v=a9n1ZvTADFo
ZaqfqnkUIZs,-_Fem_un_crit_(Videoclip_Oficial),La Plaga N11,La Plaga N11 - Fem un crit (Videoclip Oficial),ZaqfqnkUIZs.mp3,https://www.youtube.com/watch?v=ZaqfqnkUIZs
aP5LrjfjjsE,"Suu,_Carlos_Sadness-_Barcelona_Tropical_(Video_Oficial)",SUU,"Suu, Carlos Sadness- Barcelona Tropical (Video Oficial)",aP5LrjfjjsE.mp3,https://www.youtube.com/watch?v=aP5LrjfjjsE
B24EqukEl98,Arc_de_Triomf_La_Matinada_(Videoclip_Oficial),Arc De Triomf,Arc de Triomf  - La Matinada (Videoclip Oficial),B24EqukEl98.mp3,https://www.youtube.com/watch?v=B24EqukEl98
3LEOkTgs3oo,Miki_Núñez_No_M'ho_Esperava,Miki Nuñez,Miki Núñez - No M'ho Esperava,3LEOkTgs3oo.mp3,https://www.youtube.com/watch?v=3LEOkTgs3oo
BC2xsgLYmn0,Vull_Ballar_amb_Tu,Carla López Mauri - Topic,Vull Ballar amb Tu,BC2xsgLYmn0.mp3,https://www.youtube.com/watch?v=BC2xsgLYmn0
9TiJr7M_-9A,-_Tintin_(Videoclip_oficial),Els Catarres,Els Catarres - Tintin (Videoclip oficial),9TiJr7M_-9A.mp3,https://www.youtube.com/watch?v=9TiJr7M_-9A
jDt-1QycDw8,i_Keila_Elm_Mirant_Endins_(Videoclip_Oficial),La Corda Fluixa,La Corda Fluixa i Keila Elm - Mirant Endins (Videoclip Oficial),jDt-1QycDw8.mp3,https://www.youtube.com/watch?v=jDt-1QycDw8
o1G-nLjveww,-_Massa_bé_(Vídeo_Oficial),Doctor Prats,Doctor Prats - Massa bé (Vídeo Oficial),o1G-nLjveww.mp3,https://www.youtube.com/watch?v=o1G-nLjveww
_JOHNyGPKW0,[Private_video],,[Private video],_JOHNyGPKW0.mp3,https://www.youtube.com/watch?v=_JOHNyGPKW0
YWLNuIG6gzg,Et_Crida_la_Festa,Lo Pau de Ponts,Et Crida la Festa,YWLNuIG6gzg.mp3,https://www.youtube.com/watch?v=YWLNuIG6gzg
d8VOo_56e30,-_sempre_que_m'oblido_(Videoclip_Oficial),Segonamà,Segonamà - sempre que m'oblido (Videoclip Oficial),d8VOo_56e30.mp3,https://www.youtube.com/watch?v=d8VOo_56e30
gIagG6F_ROQ,SOPA_DE_CABRA_Si_et_quedes_amb_mi_30_anys,Sopa de Cabra,SOPA DE CABRA - Si et quedes amb mi - 30 anys,gIagG6F_ROQ.mp3,https://www.youtube.com/watch?v=gIagG6F_ROQ
ssl2e6nsIKA,DOLCE_VITA_(SINGLE_OFICIAL),Joan Rovira,DOLCE VITA - Joan Rovira (SINGLE OFICIAL),ssl2e6nsIKA.mp3,https://www.youtube.com/watch?v=ssl2e6nsIKA
liBrUC4dUoM,Quan,Beth - Topic,Quan,liBrUC4dUoM.mp3,https://www.youtube.com/watch?v=liBrUC4dUoM
UeTU6bX-pW0,Joan_Masdéu_No_en_tens_prou_(Videoclip_Oficial),Satélite K,Joan Masdéu - No en tens prou (Videoclip Oficial),UeTU6bX-pW0.mp3,https://www.youtube.com/watch?v=UeTU6bX-pW0
Y-armzg4dSY,Lax'n'Busto-Que_boig_el_món,Música Global,Lax'n'Busto-Que boig el món,Y-armzg4dSY.mp3,https://www.youtube.com/watch?v=Y-armzg4dSY
j-mN6outVj4,-_Punyals_a_l'esquena_(video_lyric),Sinergia,Sinergia - Punyals a l'esquena (video lyric),j-mN6outVj4.mp3,https://www.youtube.com/watch?v=j-mN6outVj4
3W4KTFb9i8k,Els_Amics_De_Les_Arts_No_Sé_Com_T´ho_Fas,Els Amics de les Arts,Els Amics De Les Arts - No Sé Com T´ho Fas,3W4KTFb9i8k.mp3,https://www.youtube.com/watch?v=3W4KTFb9i8k
FPGnc1b1Upk,GINESTÀ_L'Últim_Ball_(Videoclip_Oficial),Ginestà Oficial,GINESTÀ - L'Últim Ball (Videoclip Oficial),FPGnc1b1Upk.mp3,https://www.youtube.com/watch?v=FPGnc1b1Upk
WMftQtqHnTc,Blaumut_Ficció_(Videoclip_Oficial),Blaumut Oficial,Blaumut - Ficció (Videoclip Oficial),WMftQtqHnTc.mp3,https://www.youtube.com/watch?v=WMftQtqHnTc
kbgh2NsRWns,Tornaràs_Feat._Albert_(ITACA_BAND),Emboirats,Tornaràs - Emboirats Feat. Albert (ITACA BAND),kbgh2NsRWns.mp3,https://www.youtube.com/watch?v=kbgh2NsRWns
-2SxzSAwabM,OQUES_GRASSES_BYE_BYE_(vídeo_oficial),Oques Grasses,OQUES GRASSES - BYE BYE (vídeo oficial),-2SxzSAwabM.mp3,https://www.youtube.com/watch?v=-2SxzSAwabM
tR0fUafMChI,AIGUA_I_SAL_SAM_RAMOS,Sam Ramos  Music,AIGUA I SAL - SAM RAMOS,tR0fUafMChI.mp3,https://www.youtube.com/watch?v=tR0fUafMChI
olmjT48nQNQ,-_Som_Ocells_feat._Gerard_Sancho_(Videoclip_Oficial),Nil Moliner,Nil Moliner - Som Ocells feat. Gerard Sancho (Videoclip Oficial),olmjT48nQNQ.mp3,https://www.youtube.com/watch?v=olmjT48nQNQ
h4RhwDrA6F8,Tot_el_cos_+_Ariox_(lyric_video),paunezz,Tot el cos - paunezz + Ariox (lyric video),h4RhwDrA6F8.mp3,https://www.youtube.com/watch?v=h4RhwDrA6F8
hTMVBAEYvNI,'Parc'_(video_oficial),Ferran Palau,Ferran Palau 'Parc' (video oficial),hTMVBAEYvNI.mp3,https://www.youtube.com/watch?v=hTMVBAEYvNI
A1uoNApon2o,-_'La_Sortida_feat._Miki_Núñez'_(Videoclip_Oficial),Sense Sal,Sense Sal - 'La Sortida feat. Miki Núñez' (Videoclip Oficial),A1uoNApon2o.mp3,https://www.youtube.com/watch?v=A1uoNApon2o
fWNqMjAVNto,Suu_Lligar_no_és_lo_teu,SUU,Suu - Lligar no és lo teu,fWNqMjAVNto.mp3,https://www.youtube.com/watch?v=fWNqMjAVNto
K01YvFbceDQ,Amulet_Un_Desert_de_Colors_(Audio_Oficial),Amulet Folk,Amulet - Un Desert de Colors (Audio Oficial),K01YvFbceDQ.mp3,https://www.youtube.com/watch?v=K01YvFbceDQ
8c4RJQKGpk0,-_Només_Vull_Amor_Ft._FEZE,Siderland,Siderland - Només Vull Amor Ft. FEZE,8c4RJQKGpk0.mp3,https://www.youtube.com/watch?v=8c4RJQKGpk0
vWB3oLUM1ZM,-_Ennuvolat_(Videoclip_Oficial),Pelat i Pelut,Pelat i Pelut - Ennuvolat (Videoclip Oficial),vWB3oLUM1ZM.mp3,https://www.youtube.com/watch?v=vWB3oLUM1ZM
n6EgKnhK4xk,-_Camins,Sopa de Cabra,Sopa de Cabra - Camins,n6EgKnhK4xk.mp3,https://www.youtube.com/watch?v=n6EgKnhK4xk
hUVn9iESxsk,T'estiu_(amb_Tomeu_Penya)_(vídeo_d'estudi),Juanjo Monserrat,T'estiu (amb Tomeu Penya) - Juanjo Monserrat (vídeo d'estudi),hUVn9iESxsk.mp3,https://www.youtube.com/watch?v=hUVn9iESxsk
JQp35o4Iuv8,LILDAMI_MENTRESTANT_(amb_SANTI_BALMES),Lildami,LILDAMI - MENTRESTANT (amb SANTI BALMES),JQp35o4Iuv8.mp3,https://www.youtube.com/watch?v=JQp35o4Iuv8
OzThbIi1ipI,-_T'ESPERARÉ_(videoclip_oficial),La Clandestina,La Clandestina - T'ESPERARÉ (videoclip oficial),OzThbIi1ipI.mp3,https://www.youtube.com/watch?v=OzThbIi1ipI
jF5BkWZkbxA,Els_Pets_Bon_Dia,Angels22906,Els Pets - Bon Dia,jF5BkWZkbxA.mp3,https://www.youtube.com/watch?v=jF5BkWZkbxA
RcccX6cNZFA,David_Rosell_Flor_Blanca,U98 MUSIC,David Rosell - Flor Blanca,RcccX6cNZFA.mp3,https://www.youtube.com/watch?v=RcccX6cNZFA
pQn4GfnQPrE,Buhos_Barcelona_s'il·lumina_(videoclip_oficial),Buhos Oficial,Buhos - Barcelona s'il·lumina (videoclip oficial),pQn4GfnQPrE.mp3,https://www.youtube.com/watch?v=pQn4GfnQPrE
lE3jSX-Fto8,ROGER_ARGEMÍ_LA_MALA_SORT_FEAT._MANU_GUIX_(LYRICS),Crea Music,ROGER ARGEMÍ - LA MALA SORT FEAT. MANU GUIX (LYRICS),lE3jSX-Fto8.mp3,https://www.youtube.com/watch?v=lE3jSX-Fto8
B6rtx3_r1Zo,Animal_Si_tot_va_bé_(Videoclip_Oficial),AnimalGrup,Animal - Si tot va bé (Videoclip Oficial),B6rtx3_r1Zo.mp3,https://www.youtube.com/watch?v=B6rtx3_r1Zo
ACYQmRruLBI,Txarango_Les_coses_senzilles_(Audio_Oficial),Txarango Oficial,Txarango - Les coses senzilles (Audio Oficial),ACYQmRruLBI.mp3,https://www.youtube.com/watch?v=ACYQmRruLBI
ijCUqwwHhj8,-_Un_Dia,Joan Garrido,Joan Garrido - Un Dia,ijCUqwwHhj8.mp3,https://www.youtube.com/watch?v=ijCUqwwHhj8
su3ccDpZwVs,Lexu's_No_hi_ha_problemes_DISC_LA_VIDA_PERFECTA,LEXU'S,Lexu's - No hi ha problemes DISC: LA VIDA PERFECTA,su3ccDpZwVs.mp3,https://www.youtube.com/watch?v=su3ccDpZwVs
dNKD_nWDs2A,Miquel_Abras_Ara_que_ets_ocell,U98 MUSIC,Miquel Abras - Ara que ets ocell,dNKD_nWDs2A.mp3,https://www.youtube.com/watch?v=dNKD_nWDs2A
5xv3jCmuqtU,"-_Tu_fas_[Venim_de_Lluny,_2018]",Doctor Prats,"Doctor Prats - Tu fas [Venim de Lluny, 2018]",5xv3jCmuqtU.mp3,https://www.youtube.com/watch?v=5xv3jCmuqtU
JzW4trGkVds,Lluís_Llach_Que_tinguem_sort_(amb_lletra),Júlia Allès Pons,Lluís Llach - Que tinguem sort  (amb lletra),JzW4trGkVds.mp3,https://www.youtube.com/watch?v=JzW4trGkVds
EgXUXHcZ-m4,-_Buscarem_La_Sort_(_Video_Lyric_),David Ros,David Ros - Buscarem La Sort ( Video Lyric ),EgXUXHcZ-m4.mp3,https://www.youtube.com/watch?v=EgXUXHcZ-m4
weIOo1rnc2o,ARA_SOM_GEGANTS_JOAN_DAUSÀ_(ÀLBUM_COMPLET),Joan Dausà,ARA SOM GEGANTS - JOAN DAUSÀ (ÀLBUM COMPLET),weIOo1rnc2o.mp3,https://www.youtube.com/watch?v=weIOo1rnc2o
duClpiYHz3U,-_Deixa't_Anar_(Videoclip_Oficial),Primera Cita,Primera Cita - Deixa't Anar (Videoclip Oficial),duClpiYHz3U.mp3,https://www.youtube.com/watch?v=duClpiYHz3U
vrCVOJzl690,Manu_Guix_En_tres_minuts,Manu Guix Oficial,Manu Guix - En tres minuts,vrCVOJzl690.mp3,https://www.youtube.com/watch?v=vrCVOJzl690
mRWDV8ycVI4,-_Tot_el_que_vaig_patir,Gertrudis,Gertrudis - Tot el que vaig patir,mRWDV8ycVI4.mp3,https://www.youtube.com/watch?v=mRWDV8ycVI4
09GaI_JB3RQ,Qui_n'ha_begut,Mishima,Qui n'ha begut,09GaI_JB3RQ.mp3,https://www.youtube.com/watch?v=09GaI_JB3RQ
B4fcnGJeXnE,&_Txarango_Crida_Videoclip_Oficial,Segonamà,Segonamà & Txarango - Crida | Videoclip Oficial,B4fcnGJeXnE.mp3,https://www.youtube.com/watch?v=B4fcnGJeXnE
Dhk2_XEKtBY,Que_Et_Vagi_Bé,Manel Navarro - Topic,Que Et Vagi Bé,Dhk2_XEKtBY.mp3,https://www.youtube.com/watch?v=Dhk2_XEKtBY
c0crViOatDA,"CULTRUM_Fills_de_la_lluna_(Avui,_2021)",Cultrum,"CULTRUM - Fills de la lluna (Avui, 2021)",c0crViOatDA.mp3,https://www.youtube.com/watch?v=c0crViOatDA
80v3QA8UD2U,-_No_fer_tant_(Videoclip_oficial),Guillem Roma,Guillem Roma - No fer tant (Videoclip oficial),80v3QA8UD2U.mp3,https://www.youtube.com/watch?v=80v3QA8UD2U
q2BX7odHEjo,MABEL_FLORES_Com_els_ocells_(Videoclip_oficial),Mabel Flores Oficial,MABEL FLORES - Com els ocells (Videoclip oficial),q2BX7odHEjo.mp3,https://www.youtube.com/watch?v=q2BX7odHEjo
6DI16KvNY7s,-_COR_GEGANT_(prod._JAHZZMVN),LIL RUSSIA,LIL RUSSIA - COR GEGANT (prod. JAHZZMVN),6DI16KvNY7s.mp3,https://www.youtube.com/watch?v=6DI16KvNY7s
VMqXCFy7HeA,Aire_Salat_(Versió_Duet)_Jaume_Busoms_ft._Gerard_Aledo_(Videoclip_oficial),Crea Music,Aire Salat (Versió Duet) - Jaume Busoms ft. Gerard Aledo (Videoclip oficial),VMqXCFy7HeA.mp3,https://www.youtube.com/watch?v=VMqXCFy7HeA
HGJCekmAOJs,-_Del_poble_a_la_capital_(videoclip_oficial),Lo Pau de Ponts,Lo Pau de Ponts - Del poble a la capital (videoclip oficial),HGJCekmAOJs.mp3,https://www.youtube.com/watch?v=HGJCekmAOJs
LerDywh0hbc,VIENNA_PER_UN_GRAPAT_DE_DÒLARS_(2020),Vienna grup,VIENNA - PER UN GRAPAT DE DÒLARS  (2020),LerDywh0hbc.mp3,https://www.youtube.com/watch?v=LerDywh0hbc
nWQ5ybKRx6c,OQUES_GRASSES_–_TORNO_A_SER_JO_(Chapt_1._Fans_del_Sol),Oques Grasses,OQUES GRASSES – TORNO A SER JO (Chapt 1. Fans del Sol),nWQ5ybKRx6c.mp3,https://www.youtube.com/watch?v=nWQ5ybKRx6c
RgFStH3rm1I,POKERS_VIURE_DISC_EL_QUE_NO_ES_POT_EXPLICAR,Crea Music,POKERS - VIURE - DISC: EL QUE NO ES POT EXPLICAR,RgFStH3rm1I.mp3,https://www.youtube.com/watch?v=RgFStH3rm1I
YQAGccrwrFw,Prats_Sookie,Lyona,Prats - Sookie,YQAGccrwrFw.mp3,https://www.youtube.com/watch?v=YQAGccrwrFw
XwBErAJX-Z0,Txarango_–_A_LA_DERIVA_(Videoclip_Oficial),Txarango Oficial,Txarango – A LA DERIVA (Videoclip Oficial),XwBErAJX-Z0.mp3,https://www.youtube.com/watch?v=XwBErAJX-Z0
DYLhBQqX85c,JA_FA_UN_TEMPS,ARIOX,JA FA UN TEMPS,DYLhBQqX85c.mp3,https://www.youtube.com/watch?v=DYLhBQqX85c
wWyzMsK4xAk,Eric_Fuentes_Amb_l'aigua_al_coll,bcoredisc,Eric Fuentes Amb l'aigua al coll,wWyzMsK4xAk.mp3,https://www.youtube.com/watch?v=wWyzMsK4xAk
9fc3AG-_7bc,Maria_Jaume_Autonomia_per_principiants,bankrobberbcn,Maria Jaume - Autonomia per principiants,9fc3AG-_7bc.mp3,https://www.youtube.com/watch?v=9fc3AG-_7bc
0VE7OW-zrFo,-_L'Univers_als_teus_ulls_[videoclip_oficial],Lu Rois,Lu Rois - L'Univers als teus ulls [videoclip oficial],0VE7OW-zrFo.mp3,https://www.youtube.com/watch?v=0VE7OW-zrFo
rA5j6e7YC_s,Coloma_Bertran_i_JU_Cançó_de_bressol_(Directe),ColomaBertran,Coloma Bertran i JU | Cançó de bressol (Directe),rA5j6e7YC_s.mp3,https://www.youtube.com/watch?v=rA5j6e7YC_s
S7Y-OAasfjQ,NUC_ALLÒ_QUE_VOLÍEM_FER_(VIDEOCLIP_OFICIAL),Nuc Oficial,NUC - ALLÒ QUE VOLÍEM FER (VIDEOCLIP OFICIAL),S7Y-OAasfjQ.mp3,https://www.youtube.com/watch?v=S7Y-OAasfjQ
b_TBL226ENY,La_mesura_de_la_passió,Gemma Humet - Topic,La mesura de la passió,b_TBL226ENY.mp3,https://www.youtube.com/watch?v=b_TBL226ENY
dMWJ6mM0uZQ,SETEMBRE_Quan_Encara_No_Sorties_Als_Meus_Plans,Setembre,SETEMBRE - Quan Encara No Sorties Als Meus Plans,dMWJ6mM0uZQ.mp3,https://www.youtube.com/watch?v=dMWJ6mM0uZQ
vqhQzYBgczw,xicu_sol_(feat._Júlia_Serrasolsas_Videoclip_Oficial),Satélite K,xicu - sol (feat. Júlia Serrasolsas | Videoclip Oficial),vqhQzYBgczw.mp3,https://www.youtube.com/watch?v=vqhQzYBgczw
doiPfBjTBps,PAU_VALLVÉ_Mori_l'odi,Pau Vallvé,PAU VALLVÉ - Mori l'odi,doiPfBjTBps.mp3,https://www.youtube.com/watch?v=doiPfBjTBps
RGUInImlIsE,David_Busquets_Temps_Perdut_Videoclip_oficial,RGBSuports,David Busquets - Temps Perdut - Videoclip oficial,RGUInImlIsE.mp3,https://www.youtube.com/watch?v=RGUInImlIsE
qnd79tROD4c,El_Virolai-,Elisabet Raspall,El Virolai- Elisabet Raspall,qnd79tROD4c.mp3,https://www.youtube.com/watch?v=qnd79tROD4c
CUW2ulWXd_g,Llums_del_Nord,Jordi Batiste - Topic,Llums del Nord,CUW2ulWXd_g.mp3,https://www.youtube.com/watch?v=CUW2ulWXd_g
rPJW55_Lamc,Arc_de_Triomf_Per_Un_Món_(Videoclip_Oficial),Arc De Triomf,Arc de Triomf - Per Un Món (Videoclip Oficial),rPJW55_Lamc.mp3,https://www.youtube.com/watch?v=rPJW55_Lamc
ew7gbCjmf5Q,Màgia,Sansa - Topic,Màgia,ew7gbCjmf5Q.mp3,https://www.youtube.com/watch?v=ew7gbCjmf5Q
t61B4sN2mLo,"1._TXARANGO_AL_CANET_ROCK_THE_TYETS_feat._La_Fúmiga_(El_Pipeig,_2020)",The Tyets,"1. TXARANGO AL CANET ROCK | THE TYETS feat. La Fúmiga (El Pipeig, 2020)",t61B4sN2mLo.mp3,https://www.youtube.com/watch?v=t61B4sN2mLo
u6RSACiz9OE,-_Per_fer-te_una_idea_[videoclip_oficial],Renaldo & Clara,Renaldo & Clara - Per fer-te una idea  [videoclip oficial],u6RSACiz9OE.mp3,https://www.youtube.com/watch?v=u6RSACiz9OE
0bWoWuYqa4Q,Fer_camí_i_La_Pau_(Videoclip),Alícia Rey,Fer camí - Alícia Rey i La Pau (Videoclip),0bWoWuYqa4Q.mp3,https://www.youtube.com/watch?v=0bWoWuYqa4Q
fSDKFCFF4ps,Montmell,Xavieruga - Topic,Montmell,fSDKFCFF4ps.mp3,https://www.youtube.com/watch?v=fSDKFCFF4ps
3b8iFUILf84,-_TOT_COMENÇA_AQUÍ_(videoclip_oficial),Marcel i Júlia,Marcel i Júlia - TOT COMENÇA AQUÍ (videoclip oficial),3b8iFUILf84.mp3,https://www.youtube.com/watch?v=3b8iFUILf84
yrknUCGJZWU,-_Sense_Motiu,Quiròfan,Quiròfan - Sense Motiu,yrknUCGJZWU.mp3,https://www.youtube.com/watch?v=yrknUCGJZWU
diZHp4w9LAI,Umpah-Pah_La_catximba_i_els_rostolls_d'Angelina,TvPenedes,Umpah-Pah - La catximba i els rostolls d'Angelina,diZHp4w9LAI.mp3,https://www.youtube.com/watch?v=diZHp4w9LAI
Nwc80_plHlg,Cançó_de_suburbi,Névoa - Topic,Cançó de suburbi,Nwc80_plHlg.mp3,https://www.youtube.com/watch?v=Nwc80_plHlg
VL3SUJjIcSI,-_OCEANES_(Official_Music_Video),Clara Peya,Clara Peya - OCEANES (Official Music Video),VL3SUJjIcSI.mp3,https://www.youtube.com/watch?v=VL3SUJjIcSI
7Gzsv-PK0cY,JOAN_ISAAC_A_MARGALIDA,ACS1961CdL,JOAN ISAAC - A MARGALIDA,7Gzsv-PK0cY.mp3,https://www.youtube.com/watch?v=7Gzsv-PK0cY
-y3rmrsCjBA,-_Pobre_Ocell_ft._Gerard_Aledo_(Dirigit_per_David_Cuní_&_Protagonitzat_per_Candela_Antón),Wan Hu,Wan Hu - Pobre Ocell ft. Gerard Aledo (Dirigit per David Cuní & Protagonitzat per Candela Antón),-y3rmrsCjBA.mp3,https://www.youtube.com/watch?v=-y3rmrsCjBA
HvT3Ls8PKl8,La_Lluna_Vestida_de_Dol,Roc Puig - Topic,La Lluna Vestida de Dol,HvT3Ls8PKl8.mp3,https://www.youtube.com/watch?v=HvT3Ls8PKl8
